Character,Rarity,SkillId,Skill Name,Skill Level,SP Cost,Initial SP,Skill Duration,Charging Type,Skill Description,,,,,,,,
,,,,7,3,0,0,,The next attack deals {{atk_scale}:.0%} damage, ,2.25,,,,,,
,,,,8,3,0,0,,The next attack deals {{atk_scale}:.0%} damage, ,2.45,,,,,,
,,,,9,3,0,0,,The next attack deals {{atk_scale}:.0%} damage, ,2.65,,,,,,
,,,,10,2,0,0,,The next attack deals {{atk_scale}:.0%} damage, ,2.9,,,,,,
SilverAsh,6,skchr_svrash_2,Arctic Law of Survival,1,5,0,0,Regen over time,"Can switch between the default state and the following state: Reduce attack range, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second",def,0.35,hp_recovery_per_sec_by_max_hp_ratio,0.03,,,,
,,,,2,5,0,0,,"Can switch between the default state and the following state: Reduce attack range, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second", ,0.4, ,0.03,,,,
,,,,3,5,0,0,,"Can switch between the default state and the following state: Reduce attack range, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second", ,0.45, ,0.03,,,,
,,,,4,5,0,0,,"Can switch between the default state and the following state: Reduce attack range, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second", ,0.5, ,0.035,,,,
,,,,5,5,0,0,,"Can switch between the default state and the following state: Reduce attack range, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second", ,0.55, ,0.035,,,,
,,,,6,5,0,0,,"Can switch between the default state and the following state: Reduce attack range, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second", ,0.6, ,0.035,,,,
,,,,7,5,0,0,,"Can switch between the default state and the following state: Reduce attack range, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second", ,0.65, ,0.04,,,,
,,,,8,5,0,0,,"Can switch between the default state and the following state: Reduce attack range, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second", ,0.75, ,0.045,,,,
,,,,9,5,0,0,,"Can switch between the default state and the following state: Reduce attack range, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second", ,0.85, ,0.05,,,,
,,,,10,5,0,0,,"Can switch between the default state and the following state: Reduce attack range, Defense power +{{def}:.0%}, Recover {{hp_recovery_per_sec_by_max_hp_ratio}:.0%} of Max HP every second", ,1, ,0.06,,,,
SilverAsh,6,skchr_svrash_3,True Silver Slash,1,90,50,20,Regen over time,"Defense power {{def}:.0%}, Attack power +{{atk}:.0%}, Increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)",def,-0.7,atk,1.1,attack@max_target,3,,
,,,,2,90,50,21,,"Defense power {{def}:.0%}, Attack power +{{atk}:.0%}, Increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)", ,-0.7, ,1.15, ,3,,
,,,,3,90,50,22,,"Defense power {{def}:.0%}, Attack power +{{atk}:.0%}, Increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)", ,-0.7, ,1.2, ,3,,
,,,,4,90,55,23,,"Defense power {{def}:.0%}, Attack power +{{atk}:.0%}, Increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)", ,-0.7, ,1.25, ,4,,
,,,,5,90,55,24,,"Defense power {{def}:.0%}, Attack power +{{atk}:.0%}, Increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)", ,-0.7, ,1.3, ,4,,
,,,,6,90,55,25,,"Defense power {{def}:.0%}, Attack power +{{atk}:.0%}, Increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)", ,-0.7, ,1.35, ,4,,
,,,,7,90,60,26,,"Defense power {{def}:.0%}, Attack power +{{atk}:.0%}, Increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)", ,-0.7, ,1.4, ,5,,
,,,,8,90,65,27,,"Defense power {{def}:.0%}, Attack power +{{atk}:.0%}, Increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)", ,-0.7, ,1.6, ,5,,
,,,,9,90,70,28,,"Defense power {{def}:.0%}, Attack power +{{atk}:.0%}, Increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)", ,-0.7, ,1.8, ,5,,
,,,,10,90,75,30,,"Defense power {{def}:.0%}, Attack power +{{atk}:.0%}, Increase attack range and attack up to {{attack@max_target}:.0f} targets simultaneously (treated as melee attacks)", ,-0.7, ,2, ,6,,
Savage,5,skchr_savage_1,Powerful Strike·Type β,1,5,0,0,Regen on attack,The next attack deals {{atk_scale}:.0%} damage,atk_scale,1.7,,,,,,
,,,,2,5,0,0,,The next attack deals {{atk_scale}:.0%} damage, ,1.75,,,,,,
,,,,3,5,0,0,,The next attack deals {{atk_scale}:.0%} damage, ,1.8,,,,,,
,,,,4,4,0,0,,The next attack deals {{atk_scale}:.0%} damage, ,1.85,,,,,,
,,,,5,4,0,0,,The next attack deals {{atk_scale}:.0%} damage, ,1.9,,,,,,
,,,,6,4,0,0,,The next attack deals {{atk_scale}:.0%} damage, ,1.95,,,,,,
,,,,7,4,0,0,,The next attack deals {{atk_scale}:.0%} damage, ,2,,,,,,
,,,,8,4,0,0,,The next attack deals {{atk_scale}:.0%} damage, ,2.1,,,,,,
,,,,9,4,0,0,,The next attack deals {{atk_scale}:.0%} damage, ,2.2,,,,,,
,,,,10,3,0,0,,The next attack deals {{atk_scale}:.0%} damage, ,2.3,,,,,,
Savage,5,skchr_savage_2,Millisecond Blasting,1,20,0,0,Regen on attack,Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator,atk_scale,3,max_target,3,,,,
,,,,2,20,0,0,,Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator, ,3.1, ,3,,,,
,,,,3,20,0,0,,Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator, ,3.2, ,3,,,,
,,,,4,20,0,0,,Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator, ,3.3, ,4,,,,
,,,,5,20,0,0,,Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator, ,3.4, ,4,,,,
,,,,6,20,0,0,,Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator, ,3.5, ,4,,,,
,,,,7,19,0,0,,Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator, ,3.6, ,4,,,,
,,,,8,19,0,0,,Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator, ,3.7, ,5,,,,
,,,,9,18,0,0,,Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator, ,3.8, ,5,,,,
,,,,10,17,0,0,,Deal {{atk_scale}:.0%} physical damage to up to {{max_target}:.0f} enemies within 3 tiles in front of the operator, ,4, ,5,,,,
