Character,Rarity,SkillId,Skill Name,Skill Level,SP Cost,Initial SP,Skill Duration,Charging Type,Skill Description,,,,,,,,
,,,,3,11,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)", ,3, ,0.46, ,5, ,1
,,,,4,10,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)", ,3.5, ,0.5, ,10, ,2
,,,,5,10,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)", ,3.5, ,0.53, ,10, ,2
,,,,6,10,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)", ,3.5, ,0.56, ,10, ,2
,,,,7,10,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)", ,4, ,0.6, ,15, ,2
,,,,8,9,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)", ,4, ,0.7, ,15, ,3
,,,,9,9,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)", ,4, ,0.8, ,15, ,3
,,,,10,8,0,-1,,"The next heal will grant shields to all targets that last for {{duration}:.0f} seconds. The shields can absorb magical damage equal to {{atk_scale}:.0%} of Nightingale's Attack power. Additionally, they increase the targets' magic resistance by {{magic_resistance}:.0f}. Can hold {{ct}:.0f} charge(s)", ,5, ,0.9, ,20, ,3
Nightingale,6,skchr_cgbird_3,Holy Territory,1,120,100,60,Regen over time,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion",atk,0.3,magic_resistance,0.75,prob,0.1,,
,,,,2,120,100,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion", ,0.3, ,0.8, ,0.1,,
,,,,3,120,100,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion", ,0.3, ,0.85, ,0.1,,
,,,,4,120,105,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion", ,0.4, ,0.9, ,0.15,,
,,,,5,120,105,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion", ,0.4, ,0.95, ,0.15,,
,,,,6,120,105,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion", ,0.4, ,1, ,0.15,,
,,,,7,120,110,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion", ,0.5, ,1.05, ,0.2,,
,,,,8,120,110,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion", ,0.6, ,1.2, ,0.2,,
,,,,9,120,110,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion", ,0.7, ,1.35, ,0.2,,
,,,,10,120,115,60,,"Increase attack range, Attack power +{{atk}:.0%}. All allies within attack range gain +{{magic_resistance}:.0%} magic resistance and {{prob}:.0%} magic evasion", ,0.8, ,1.5, ,0.25,,
