Character,Name,Latest,English,Japanese
avg_npc_025_1,Patriot,将军也可以，帮助我们。,"General can, help us.",
char_188_helage_1,Hellagur,不了，“爱国者”。我不会再踏入另一场战争。,"I cannot, ""Patriot"". I shall no longer step into another war.",
avg_npc_025_1,Patriot,......是了。这确实，是战争。,... You're right. This indeed; is war.,
avg_npc_025_1,Patriot,您，不想再打仗。我知道那件事。,"You, don't wish to fight anymore. I know about that.",
char_188_helage_1,Hellagur,我和乌萨斯之间已经没什么了。一切都随着时间流失殆尽。,There's nothing between Ursus and me anymore. Everything I felt in the past is lost to time.,
char_188_helage_1,Hellagur,我已经没以前那么在乎这个国家。原谅我，现在站在你面前的，只是个没志气的懦夫。,"I don't care about this country as much as I used to. Forgive me, what stands before you now is a coward with no ambition.",
avg_npc_025_1,Patriot,不！不。您不是。,No! Not at all. You are not.,
avg_npc_025_1,Patriot,如果我儿还活着，我不会，走到今天。我能理解您。,"If my son were still alive, I wouldn't be here, today. I understand you.",
char_188_helage_1,Hellagur,什么？你的......,What? Your...,
char_188_helage_1,Hellagur,......他是个优秀的人。抱歉。,... He was an excellent man. My apologies.,
avg_npc_025_1,Patriot,您为什么道歉，将军？您没犯错，该死的是我。,"Why are you apologizing for, general? You're not at wrong here. I'm the one who is to blame.",
avg_npc_025_1,Patriot,啊，是了。您手中这把刀，对，您收养了，敌指挥官的女儿。,"Oh, yes. That sword in your hand, yes, you adopted, the enemy commander daughter.",
avg_npc_025_1,Patriot,我女儿，年纪大点。下次见面，我会带她在身边。,"My daughter, is much older. Next time we meet, I'll bring her with me.",
char_188_helage_1,Hellagur,呵，希望她们能好好相处。,*Chuckles* I hope they can get along well.,
,Reunion Movement A,那里有伤员！快去对一下血型！别搞错感染者和普通人的了！快点！,There are wounded people! Check their blood type! Make sure there is no mistake between the infected and the common citizens! Hurry up!,
,Reunion Movement B,普通人的血可以输给感染者！,Common citizens can donate blood to the infected!,
,Reunion Movement A,这位是谁的家属？,Whose family is this?,
,Reunion Movement A,不管了，先送到安全区去！布里叶特......动作快！,"Forget it, take them to the safe zone! Brieette... Double time!",
-----,-----,-----,-----,-----
avg_npc_025_1,Patriot,塔露拉攻击罗德岛，这个误会，我很难解开。,"Talulah attacked Rhodes Island, I fear this misunderstanding, will have a hard time of being resolved.",
avg_npc_025_1,Patriot,如果，事情无法挽回，我也不想与您对立。,"If, things go too far, I don't want to fight against you.",
char_188_helage_1,Hellagur,这可能不再是你我能决定的事情。,It may no longer be up to you or me if that happens.,
avg_npc_025_1,Patriot,......将军。,... General.,
avg_npc_025_1,Patriot,不能再次，与您并肩作战，我很遗憾。,"It is regretful, I could not, fight side by side with you again.",
char_188_helage_1,Hellagur,......听好，“爱国者”......,"... Listen carefully, ""Patriot""...",
char_188_helage_1,Hellagur,乌萨斯不会因我的一己之力就变得强盛或衰弱。,Ursus will not grow strong or weak because of me alone.,
char_188_helage_1,Hellagur,数以千计的将领尝试过，个个都想着成为帝国命运的主宰者，他们无一不凄惨地失败了。,,
char_188_helage_1,Hellagur,历代陛下一样逃脱不了命运的坑害。,"Even past, present and future Emperors have not escaped such a fate.",
char_188_helage_1,Hellagur,帝国在风雨飘摇和重塑荣光间摇摆不定，哼，巫师都能描摹国家的未来，弄臣可以预测战役的走势，说客也懂天灾的变化......,"The Empire situation is unstable, seeking for their past glory, Humph, now wizards are painting the future of nations. Jesters predicting future campaigns. Even lobbyists understand how natural disasters ""change""...",
char_188_helage_1,Hellagur,我没有参与过任何一次政治聚会。无论是议员们的，还是军人们的，我都没有参加过。,"I never went to any political parties. I never joined any of them, regardless of them being member of congress or the military.",
char_188_helage_1,Hellagur,他们的自信让我感到可耻。所有觉得自己能胜的都输了。所有觉得自己能活的，都死了。,"Their confidence shames me. All who thought they could win, lost. All who thought they could live, are dead.",
-----,-----,-----,-----,-----
,？？？,妈妈，晚上吃什么呀？,"Mom, what's for dinner?",
,？？？,又是土豆吗？我，我不想再吃水煮的土豆啦！,Potatoes again? I... I don't want to eat any more boiled potatoes!,
,？？？,嗯？妈妈还要去打仗？妈妈，能不能别去？,"Huh? Mother's going to war? Mom, can you please not go?",
,？？？,老伯伯，妈妈又要跟你走吗？我不想，我不想让妈妈走！,"Old uncle, is mother going with you again? I don't want, I don't want mom to go!",
,？？？,老伯伯，你让妈妈留下吧，爸爸被你带走以后，到现在还没有回来呢......,"Old uncle, please let mom stay, father was taken away by you, and so far he has not come back...",
,？？？,我不想再一个人呆在家里了，老伯伯......,"I don't want to be alone at home anymore, uncle... please.",
char_188_helage_1,Hellagur,无论输赢，我们一直在发动战争。,"Winning or losing, we kept waging war.",
char_188_helage_1,Hellagur,伴随着我们的只有毁灭，只是毁灭。,"We only brought destruction, only destruction to where we went.",
char_188_helage_1,Hellagur,我们都只是战争的棋子，有谁在乎棋子有没有名字？,We're all just pawns in a war. Who cares if a pawn has a name?,
avg_npc_025_1,Patriot,您，没有错。我，没有错。战争，不认对错。,"You, are not wrong. I, am not wrong either. War, does not have right or wrong.",
avg_npc_025_1,Patriot,您坚持，我也坚持。,You're stubborn. I'm stubborn as well.,
char_188_helage_1,Hellagur,为什么？整合运动的“爱国者”，我问你——,"Why are you doing this? I ask of you, Reunion Movement ""Patriot""——",
char_188_helage_1,Hellagur,哪怕战争真有什么意义——,Even if your war is meaningful——,
char_188_helage_1,Hellagur,乌萨斯无数年的征战之后，那能够塞满十几座城市的尸体，他们的命有没有意义？有谁能记住他们的名字？,"After so many years of Ursus's bloody conquests, leaving corpses that could fill a dozen cities, don't their lives had meaning? Who can even remember their names anymore?",
avg_npc_025_1,Patriot,名字，被人知道？不需要。战士不考虑这些。,"Ａ name, being remembered? There's no need of such a thing. Soldiers don't think about that.",
char_188_helage_1,Hellagur,你把他们叫做战士——,You call them soldiers——,
char_188_helage_1,Hellagur,有些时候，这些没有名字的人，连参加战争的理由都说不出。,"Sometimes, those nameless men could not give me a reason for joining a war.",
char_188_helage_1,Hellagur,现在，他们再也没机会说了。,"Now, they'll never get a chance to say ever again.",
char_188_helage_1,Hellagur,我厌倦了这一切。现在的我只想保护身边人，这点小事，至少触手可及。,"I'm tired of it all. Now I just wish to protect the people around me, at least this little thing is within my reach.",
char_188_helage_1,Hellagur,对乌萨斯如此，对感染者也如此。,I feel the same way for Ursus and the infected.,
char_188_helage_1,Hellagur,这就是我的答复。,This is my answer.,
avg_npc_025_1,Patriot,这不怪您，将军。没有人必须，再去赴死。,"It's not your fault, general. No one has, to be sent to their deaths.",
avg_npc_025_1,Patriot,矿石病，终归会让我死去。我是个士兵，我想死得，有价值。,,
char_188_helage_1,Hellagur,你有继续奋战下去的理由，很好，我真心为你感到高兴。,You have a reason to keep fighting. Good. I'm really happy for you.,
avg_npc_025_1,Patriot,......这样。将军，请听听，我的观点。,"... How about this. General, listen to me.",
char_188_helage_1,Hellagur,说吧。,Go ahead.,
avg_npc_025_1,Patriot,您不怕死。如果怕死，您现在，已经身在罗德岛。,"You are not afraid to die. If you were afraid of death, you would, already be in Rhodes Island.",
avg_npc_025_1,Patriot,您留下来，想听我的态度，您不怕天灾。,"You stayed, to listen to my thoughts, you do not fear natural disaster.",
avg_npc_025_1,Patriot,您想知道，整合运动的目的。,"You, want to know the purpose of the Reunion Movement.",
char_188_helage_1,Hellagur,确实。我想知道，你们想让乌萨斯的感染者走到哪一步。,Indeed. I want to know how far you want the infected of Ursus to go.,
avg_npc_025_1,Patriot,那么，我，说说。,"Then, I, shall tell you.",
avg_npc_025_1,Patriot,您，厌倦战争，我，帮你打。,"You, tired of war. I, shall help you fight.",
avg_npc_025_1,Patriot,感染者的权力，我，为您和您的孩子，为所有感染者，打回来。,"I shall fight for the infected rights. For your children, and for all the infected.",
avg_npc_025_1,Patriot,您厌恶战争。请，继续厌恶下去。如果能，结束所有战争，也好。,"You tired of war. Please, continue to be tired of it. If I can, end all wars. Then everything is worth it.",
avg_npc_025_1,Patriot,我，时日无多，我用来，斗争到最后。,"I, my days are numbered, I shall, fight to the end.",
char_188_helage_1,Hellagur,......,...,
char_188_helage_1,Hellagur,你才算是个真正的乌萨斯人。,You're a real Ursus.,
char_188_helage_1,Hellagur,真是场可悲的战争。,What a sad war.,
char_188_helage_1,Hellagur,也许在我有生之年，我不会再踏上乌萨斯的土地一步。,Maybe I won't set foot on Ursus ever again for the rest of my life.,
char_188_helage_1,Hellagur,听好，博卓卡斯替。,"Listen carefully, Болеслав (Boleslav). ",
char_188_helage_1,Hellagur,【我不会与你为敌。绝不。】,[I will never be your enemy. Never.],
avg_npc_025_1,Patriot,————,————,
avg_npc_025_1,Patriot,我不曾是，您麾下的士兵。这是我的，遗憾之一。,"I was not, a soldier under your command. That is, one of my regrets.",
avg_npc_025_1,Patriot,【将军，我也绝不成为，你的敌人。】,"[General, I too will never, be your enemy.]",
avg_npc_025_1,Patriot,——,——,
avg_npc_025_1,Patriot,时候不早了，将军。让我的士兵，送您出城。没人能阻拦。,"It's getting late, general. Allow my soldiers to escort you out of the city. No one shall stop you.",
char_188_helage_1,Hellagur,如果你的领袖向我发难，我不会让你难做。,"If your leader stops me, I won't make it hard for you.",
avg_npc_025_1,Patriot,不会的，将军。,"She won't, general.",
avg_npc_025_1,Patriot,她不在乎。,She doesn't care.,
char_188_helage_1,Hellagur,这样最好。那么，就此别过。,"That's for the best. Then, let's leave it at that.",
-----,-----,-----,-----,-----
avg_npc_025_1,Patriot,——,——,
avg_npc_025_1,Patriot,将军！,General!,
char_188_helage_1,Hellagur,怎么？,Yes?,
avg_npc_025_1,Patriot,......,...,
avg_npc_025_1,Patriot,祝您......祝您......,I wish you... I wish you...,
avg_npc_025_1,Patriot,祝您找到自己，真正的归宿。,May you find your true calling.,
-----,-----,-----,-----,-----
char_013_riop,Guard Operator,......,...,
char_013_riop,Guard Operator,Scout先生......我有什么值得你这么做的地方？,Mr. Scout... What am I worth for you to do this?,
char_013_riop,Guard Operator,像我这种废物，究竟哪里值得你这么做......！,What in the world is worth it for a bum like me... !,
char_013_riop,Guard Operator,我究竟在做什么？整合运动刚才那些情报，我又该和谁说？,What the hell am I doing? Who should I talk to now with the Reunion Movement intelligence I got just now?,
char_013_riop,Guard Operator,他们真的像我们想的那样吗？要是能解决他们说的那个误会，我们就不用......,"Are they really what we thought they were? If we could solve the misunderstanding he said, we wouldn't have to...",
char_013_riop,Guard Operator,对了......对了，字条上会不会写了什么命令？,"Right... right, the note must have written some instructions!",
char_013_riop,Guard Operator,如果有，Scout先生，我一定代你去做......一定！,"If it is Mr. Scout, then I shall do whatever you say... I must!",
char_013_riop,Guard Operator,我可不会丢头儿的脸......！,I won't lose Boss face... !,
-----,-----,-----,-----,-----
avg_npc_026,Scout,我有一个不情之请，就当作是安置你的辛苦费吧。我治疗了你的伤势，至少你暂时没有生命危险了。,"If I may be so bold to ask a favor, consider it as a settlement for my hard work. I've treated your injuries. At least your life is not in danger anymore.",
avg_npc_026,Scout,接下来，请听我说些无聊的事情。,"Next, please listen to me talking about some mundane things.",
avg_npc_026,Scout,这次，我们的目标是救出博士。阿米娅表现得十分坚决。没人能说服她改变决定，或者说，所有人都把自己看得太轻了。,"This time, our goal is to rescue Doctor. Amiya was adamant. No one could persuade her to change her mind, rather, everyone looked down on themselves.",
avg_npc_026,Scout,Ace也和阿米娅一样，他坚信只要救出博士，罗德岛就能打破许多现有的僵局。,"Ace, like Amiya, he believe with conviction that if we rescued Doctor, then Rhodes Island can break many of its current predicament. ",
avg_npc_026,Scout,如果博士还像过去那样做事——我相信罗德岛一定会更加兴盛。,If Doctor does what he used to do——I'm sure Rhodes Island will become even better.,
avg_npc_026,Scout,可我是个软弱的人，我不知道......,"But I'm a weak person, I dont know...",
avg_npc_026,Scout,不知道自己有没有骨气承受这种兴盛。,I don't know if I have the backbone to bear this prosperity.,
-----,-----,-----,-----,-----
char_013_riop,Guard Operator,什么......？这是什么意思？,What...? What are you saying?,
avg_npc_026,Scout,三年前到现在，我们损失了许多兄弟姐妹。,We have lost many brothers and sisters since three years ago.,
avg_npc_026,Scout,我一直认为，只要我们中还有人活着，就一定会在某处团聚，这也是我继续服务罗德岛的原因之一。,"I've always believed that as long as any of us are alive, we're going to be together somewhere, someday. That's one of the reasons why I continue to serve Rhodes Island.",
avg_npc_026,Scout,但我们失去的东西够多了，多到连Misery这样悲观的人都觉得必须让博士回归。,But we've lost enough that a pessimist like Misery feels the need to bring Doctor back.,
avg_npc_026,Scout,他一厢情愿地认为这之后我们将无往不利，死亡与告别会成为过去式。,"He had hoped that after this we would be all right, and that death and farewell would be a thing of the past.",
avg_npc_026,Scout,我不这么觉得。,I don't think so.,
avg_npc_026,Scout,哦，我没在怀疑博士的能力。博士是倾斜了力量天平的人，没有博士，卡兹戴尔会是一潭死水。,"Oh, I'm not doubting Doctor's ability. Doctor was the one who tipped the balance of power. Without Doctor, Kazdalle affair would halt to a stand still.",
avg_npc_026,Scout,何况，正是博士教给我战斗的理由。,"Besides, it was Doctor who taught me what to fight for.",
avg_npc_026,Scout,只不过......当我们请求博士指挥我们的时候......在博士的眼神里，我只能看到胜利的承诺。,"It's just that... when we asked Doctor to command us... In Doctor's eyes, I could only see the promise of victory.",
avg_npc_026,Scout,除了胜利，我看不到别的东西。什么也没有。,I see nothing but victory. Nothing else.,
avg_npc_026,Scout,那里什么也没有。,There was nothing else there.,
avg_npc_026,Scout,我一直在想，凯尔希女士一直不肯向我们透露的真相，是不是也和博士有关？,I've been wondering if the truth that Ms. Kalt'sit hasn't told us has something to do with Doctor?,
avg_npc_026,Scout,三年前最后的那段时间，为什么照片上的X会越来越多，为什么牺牲越来越频繁，为什么会有我们根本看不到目的的战斗？,"Why were there more and more X's in the picture at the end of the last three years, why were there more and more sacrifices, why were there battles for which we could not see a purpose?",
avg_npc_026,Scout,我不敢想象，也不能去想象。,"I dont dare to imagine it, I can't imagine it.",
avg_npc_026,Scout,如果战火和厮杀催化了博士，让博士从一个教导者和研究者，变成了一台战争机器......,"If war and fighting changed Doctor, made him from a teacher and a researcher, into a war machine...",
avg_npc_026,Scout,那只会是我们这些请求Dr.{@nickname}去参与战争的人犯下了大错。,"That would be our biggest mistake, we who requested Dr.{@nickname} in participating war.",
avg_npc_026,Scout,博士不应该再去指挥战斗。对博士本人而言如此，对罗德岛而言，也是如此。,"Doctor should no longer be in command of battles. For Doctor own sake, and for Rhodes Island as well.",
avg_npc_026,Scout,......很抱歉，很天真吧。,.... I'm sorry. I bet you think its naive.,
avg_npc_026,Scout,我的想法，就连我自己都觉得幼稚......所以我也不曾向谁吐露过这些。,My thoughts sounded childish even to me... so I never told anyone.,
avg_npc_026,Scout,哼，不论是谁听见都会笑出声。我挺不喜欢别人嘲笑我的，原本，我也想带着这些念头入土。,"Well, whoever reads this will laugh out loud. I never liked being laughed at, and I wanted to take these thoughts with me to my grave.",
avg_npc_026,Scout,但到了现在这个时候，我竟然还是希望有谁，哪怕是，能帮我惦记下这件事......,"But at this point, I still hope that someone, anyone, will help me remember all of this...",
avg_npc_026,Scout,我想让博士，重新开始生活。,I wish for Doctor to start over with a new life.,
avg_npc_026,Scout,如果能和罗德岛再无瓜葛，或者说，博士能真的置身事外，哪怕是忘记了过去的一切......,"If he has to cut ties with Rhodes Island, or if Doctor could really stay out of trouble, even if he had forgotten everything...",
avg_npc_026,Scout,只要博士不再走上战争这条路，怎么样都好。,"As long as Doctor doesn't walk the war path again, so be it.",
avg_npc_026,Scout,唉，我只剩下这样虚无缥缈的愿望。,"*Sigh* Oh, I only have such a vain wish.",
char_013_riop,Guard Operator,......,...,
-----,-----,-----,-----,-----
avg_npc_026,Scout,抱歉，说了这么多。如果不喜欢，就全当是胡言乱语吧。,"I'm sorry, I said much. If you don't like it, think of it as bullshit.",
avg_npc_026,Scout,对了，倒是有三件事，我绝对没胡说。,"Right, by the way, there are three things I'm not bullshiting about.",
avg_npc_026,Scout,第一，请告诉Dr.{@nickname}，嗯，我想就这么说吧。,"First, please tell Dr.{@nickname}, well, I've always wanted to tell him.",
avg_npc_026,Scout,“博士和我们并肩作战的那些日子，我一刻也没忘记过。”,"""I never forgot a single moment of Doctor fighting side by side with us.""",
avg_npc_026,Scout,第二，是我的小队。,"Second, its about my small team.",
avg_npc_026,Scout,——,——,
avg_npc_026,Scout,斯琳珂，普特尔，长蝎，雷发，姆拉姆，酒莓软芯，索拉娜，米米，小玛丽，图钉，淤兰，长音。,"Slinker, Puttel, Scorpion, Thunder, Reimu, Cranberry, Sorana, Mimi, little Mary, Thumbtack, Jutland, 长音",
avg_npc_026,Scout,我的队员们，一共十二位。,"My squad members, were twelve.",
avg_npc_026,Scout,他们打穿了敌人的防线，打退了敌人的救援；没他们在，我就没机会击杀敌人雇佣兵部队的领头人。,"They broke through the enemy's lines and beaten back their reinforcements; Without them, I wouldn't have had a chance to kill the leader of an enemy mercenary army.",
avg_npc_026,Scout,只是，我这十二位可敬的干员，都在战斗中阵亡了。,But all my twelve respected operators have been killed in action.,
avg_npc_026,Scout,请你，见证他们的战斗。,"Please, witness their battle.",
avg_npc_026,Scout,如果有人问起来，帮我回答那些人吧——,"If anyone asks, please answer them for me——",
avg_npc_026,Scout,虽然没人能记住我这支小队中各位队员的名字，但他们死得尊严。他们没因为怕死而退缩过，绝对没有。,"Although no one can remember the names of my squad members, but they died with dignity. They did not shrink their duty in the face of death, they absolutely faced it head on.",
avg_npc_026,Scout,当然，我知道有许多罗德岛人为罗德岛的事业贡献了生命。没有人的死是特别的。,"Of course, I know many Rhodes Island operators who gave their live to Rhodes Island cause. Not one death is special.",
avg_npc_026,Scout,只是，我们不是在为了任何一个生命个体战斗。这样说，是在贬低他们的死！,It's just that we're not only fighting for any single life. To say so is to belittle their death!,
avg_npc_026,Scout,提醒下问起这件事的人：他们都是为了自己相信的理念而牺牲的。,Remind anyone who asks: they all died for what they believed in.,
avg_npc_026,Scout,第三——,Third——,
avg_npc_026,Scout,你得为自己活下去，不知姓名的罗德岛兄弟。我说了那么多，可不是在劝你送死。,"You have to live for yourself, unknown named Rhodes Island brother. I'm not asking you to go die.",
avg_npc_026,Scout,生命很可贵，如果能活着实现理想，何必去死呢？,"Life is precious, if you can live to achieve your ideals, why die?",
avg_npc_026,Scout,就这么多了，兄弟。,"I've written enough, brother.",
avg_npc_026,Scout,要珍惜你的生命。,Cherish your life.,
char_013_riop,Guard Operator,为什么.....,Why...,
char_013_riop,Guard Operator,博士......罗德岛......,Doctor... Rhodes Island...,
avg_npc_025_1,Patriot,战士！,Soldier!,
char_013_riop,Guard Operator,！,!,
avg_npc_025_1,Patriot,我的声音，你听得见。,If you can hear my voice.,
avg_npc_025_1,Patriot,你有离开的机会，只等入夜。,"You have a chance to leave, just wait till nightfall.",
avg_npc_025_1,Patriot,向南走，避开灯光。机会只有一次，就在今晚。,Go south and avoid the lights. You have one chance tonight.,
avg_npc_025_1,Patriot,——或者——,——Or———,
avg_npc_025_1,Patriot,在切尔诺伯格，有许多人，需要照料。你可以，亲眼看看。,"In Chernobog, there are a lot of people who need care. You can, see for yourself.",
avg_npc_025_1,Patriot,选择。这是你的自由。,Choose what to do. It's your freedom.,
-----,-----,-----,-----,-----
-----,-----,-----,-----,-----
,Guard Operator,......,...,
,Guard Operator,头儿，Scout先生，还有弟兄们......,"Boss, Mr. Scout, my brothers...",
,Guard Operator,我会的。,I will.,
-----,-----,-----,-----,-----
,,如果做得对，他会扛住；如果做错了，他肯定会改。,"If done right, he will shoulder it;if done wrong, he will correct his mistakes.",
,,整合运动取得了胜利，我却没能从你的话里听出喜悦之情。,"The Reunion Movement has won a victory, but I can't hear the joy in your voice.",
,,数以千计的将领尝试过，各个都想着成为帝国命运的主宰者，他们无一不凄惨地失败了。,"Thousands of generals have tried, each trying to be the master of the Empire's fate, and all of them have failed miserably.",
,,矿石病，终归会让我死去。我是个士兵，我想死的，有价值。,"Oripathy, will eventually kill me. I'm a soldier, I want my death, to have some value.",
