Character,Name,Latest,English,Japanese
,Ifrit,老让我那么痛，老让所有人都那么痛......,,
,Ifrit,你这大胖子！傻瓜！肥胖火团！长角的热气球！,,
-----,-----,-----,-----,-----
,,呼呼，有意思。,,
-----,-----,-----,-----,-----
,Ifrit,你看好了，以后我可不会再什么都烧了。,,
,Ifrit,我可是知道的，有东西能烧，有东西是不能的！,,
-----,-----,-----,-----,-----
,,没有不能被焚烧的事物！,,
-----,-----,-----,-----,-----
,Ifrit,什么呀，我不愿意！,,
,Ifrit,本伊芙利特大人不愿意烧，那就是不能！,,
,Ifrit,那些挡着我的路的，我肯定一把火给他们全烧干净。,,
,Ifrit,但那些不能的，我是绝对不会动的！连一点火我都不会发出来！,,
-----,-----,-----,-----,-----
,,那我等着，小东西。,,
char_134_ifrit_5#8,Ifrit,......,...,
char_134_ifrit_5#8,Ifrit,迟早有一天......一定！,,
-----,-----,-----,-----,-----
,,“你......是谁？”,"""Who... are you?""",
,,,,
,,,,
,,罗德岛  干员卧室,"Rhodes Island, dormitory",
,,赫默还拿走了我的辣椒干，这都怪你！,"Silence took my chilies, and it's your fault!",
,,我知道赫默把零食收在哪里。,I know where Silence put the snacks.,
,,哎，不行。真要拿了，你和我肯定都会挨骂。,"*Sigh*, no. If I took them, you and I will surely be scolded.",
,,（咀嚼）,(Chews),
,,（吞咽）......啊？,(Swallows) ... Huh?,
,,这次行动是考察和收尾，你更擅长战斗吧？,"This mission is expedition and cleaning-up. You're good at combat instead, no?",
,,这个月其他干员的投诉有点多，暂时先忍忍吧？,There are a lot of complaints from the other operators this month. Can you put up with it for the time being?,
,,我才不管！,I don't care!,
,,就是因为他们做不到才嫉妒我的吧，我这能烧干整个浴室的火力！,They're just jealous of me because they can't. I can dry up the bathroom with my power!,
,,其他人不能理解，为什么，为什么你们——,"Other people don't understand, why, why do you both——",
,,,,
,,今天要做一个血液源石结晶密度检查，请你配合......嗯？,"Today we will do a blood crystal density test, please cooperate with... Huh?",
,,这桌子又是怎么回事，怎么焦了？,What's the matter with this table? Why is it burnt?,
,,罗德岛内部是不允许出现明火的，你的话，更要好好控制。,"Rhodes Island doesn't allow any open fires, and if you do make any fires, please keep them under control.",
,,我跟他们说了，不可以用抑制类的药物，但你也要好好配合......,"I already told them to not give you suppressant drugs anymore, but you have to cooperate...",
,,那就别管我的事！快让开，别挡着我出门。,Then leave me alone! Get out of my way.,
,,,,
,,一般干员是不会在墙面和走廊上走路的。,General operators don't walk on the wall and corridor.,
,,唔。,Well.,
,,红她有很强的防范意识，会下意识的反应，别被伤到。,"Red has a strong sense of defensive awareness, she will knee-jerk react if you do any sudden movements, careful of not getting hurt.",
,,你看。,See.,
,,,,
,,怎么样，那要我也来教教你吗？,"Well, do you want me to teach you?",
,,嘿，如果你求我的话，倒也不是不行！,"Hey, if you beg me, I'll consider it!",
,,嗯？那，求你。,"Hmm? Well, then please.",
,,（哈？？为什么这家伙一秒钟都不犹豫的啊！？）,(Huh?? Why doesn't this guy hesitate for a second! ?).,
,,既然你都这么说了......嘻嘻，算我心情好。,"Now that you say so... Hehe, I am in a good mood.",
,,喂，是哪个字，拿来让我看看！,"Hey, which word is it, let me have a look!",
,,这个。,This one.,
,,嗯？唔，唔唔唔。,"Erm? Er, Erm.",
,,这、这个字就是，呃啊，就是那种，那种......,"This, this word is, uh, that, that...",
,,那种？,That?,
,,就是，这个，让我想想，我知道的，是那什么，什么来着......,"It's, this, let's see, what I know, is what, what was it...",
,,啊——！我的本子！,Ah——! My book!,
,,（叹气）,(Sigh),
,,我来吧。,I'll do it.,
,,这个字是这样......,This word is...,
,,呼......还好，只烧到一点点......,"Phew... it's alright, just a little burnt...",
,,啊，哦哦哦，对、对，就是这个！我想说的就是这个！,"Oh, oh, oh, yeah, yeah, that's it! That's what I'm trying to say!",
,,你们别误会啊！我只是一时没想起来，我真的知道！,Don't get me wrong! It just slipped my mind. I really know that word!,
,,哎......就当作是这样吧。,Yeah... let's call it that.,
,,什么叫当做！本来就是这样！,What do you mean as that! It is that way!,
,,喂，冰块脸，你这人说话真叫人火大。,"Hey, ice face, you talk like a bitch.",
,,不过，戴小红帽的，你也是个怪人，说求人就求人，都不羞的吗？,"But, little red riding hood, you are also a strange person, when others ask you to beg you actually begged, are you not ashamed of it?",
,,不明白，你在说什么。,Red doesn't understand. What are you saying?,
,,博士和凯尔希说，红需要学会读写。所以红会去学。求你，红没有损失。,"Doctor and Kalt'sit said Red needs to learn how to read and write. So Red will learn. Asking you for help, Red has not loss anything.",
,,只是这样。,It's just like that.,
,,哈？那算是什么理由啊？,Huh? What kind of reasoning is that?,
,,你自己没想法的吗？别人说什么就做什么，这很逊诶。,Don't you have any thoughts of your own? It sucks to do what others say.,
,,与狩猎无关的事。无所谓。,Nothing to do with hunting. So it doesn't matter if I have no say.,
,,靠，和你这人根本说不通！,"Shit, it's hard talking to a person like you!",
,,（什么都不去想，做什么都无所谓。）,(Don't think about it. It doesn't matter what I do.),
,,（这不是比之前的我还难搞吗，这家伙怎么回事。）,(This is harder than I expected? What's wrong with this person?),
,,......在这方面，既然博士和凯尔希没有意见，那么其他人也没什么好评价的。,"... In this respect, since Doctor and Kalt'sit had nothing more to say, then other people should stay out of it.",
,,只是......,It's just...,
,,只是？,Just?,
,,只是，我的经验告诉我，这片大地上的很多东西，有时候只能由我们自己去认知，去判断。,Just my experience tells me that there are many things in this land that can only be understood and judged by ourselves sometimes.,
,,不管是你们，还是我自己， 都是这样。,It's the same for you and me.,
,,因种种阻碍而传达不到的善意，最终被埋葬在硝烟与尘土下，等到再想去找时，就没那么容易了。,"Goodwill that cannot be conveyed due to various obstacles will finally be buried under the smoke and dust, and it is not so easy to find it again when you want to.",
,,很可悲吧？我不想再看到这种事发生。,"Sad, right? I don't want to see that happen again.",
,,抱歉，说了奇怪的话。果然，想要学习博士那样对我来说还有些勉强。,"Sorry, I said something weird. Sure enough, wanting to be just like Doctor is a bit of a stretch for me.",
,,别在意。,Don't worry about it.,
,,不懂。别想太多。,Red don't understand. So don't think too much about it.,
,,但是，红觉得，做该做的，就好。,"But, Red thinks that we should do what we can, that's already good enough.",
,,烦死了，你们这些人真是一个个让人看了就烦。,You're annoying me to death. You people are really annoying to look at.,
,,我能感觉到你周身的能量在躁动，这很危险。,I can feel the energy stirring in your body. It's dangerous.,
,,还有，谁允许你这么喊我的，别喊那么亲热。,And who allowed you to call me that? Don't be so affectionate to me.,
,,我和你是不熟。,I'm not familiar with you.,
,,不过，‘伊芙利特’不是你对外公开的代号吗。我记错了？那抱歉。,But is 'Ifrit' not your public code-name? Am I remembering wrong? I'm sorry then.,
,,代号代号代号吵死了！,"Code-name, code-name, code-name, you're pissing me off!",
,,啊——混蛋，我真的要生气了。,"Ah——son of a bitch, I'm really going to get angry.",
,,喂，你，冰块脸，你运气真不错，要不是在罗德岛，我早就一把火烧了你！,"Hey, you, ice face, you're in luck. If you hadn't been in Rhodes Island (ship), I'd have burned you!",
,,伊芙利特，不能，这么说话。,"Ifrit, you can't talk like that.",
,,这样，不对。,That's not right.,
,,没事的，红，这没什么。,"It's all right, Red. It's all right.",
,,我和我从前的那些同伴，我们在战壕里往对方脸上抹泥，互相之间说话从来不客气。,"My former companions and I, we used to smear mud on each other's faces in the trenches, we were quite rude to each other.",
,,再难听的话我都听过无数次，早习惯了。,"I heard even worst words countless times, I'm long since been used to it.",
,,现在你这点威胁都还算是可爱的。,Your threats now are kinda cute.,
,,是这样？,I see?,
,,人变多，聚成群，就会变麻烦。,"More people means grouping up, groups means more trouble.",
,,是吗。我倒是不讨厌，虽然一个人呆着更放松。,"Is that so? I don't hate it, although it's more relaxing to be alone.",
,,不过，伊芙利特。你们莱茵生命同伴之间的相处模式，应该和我这样的佣兵大不相同吧？,"But, Ifrit. I'm sure getting along in Rhine Lab is different from that of a mercenary like me, right?",
,,——,——,
,,莱茵生命。,Rhine Lab.,
,,我的同伴？,My companions?,
,,‘伊芙利特，听话。’," 'Ifrit, be good.'",
,,‘不能带上你，这次不行。’, 'I can't bring you along this time.',
,,‘你还不懂，伊芙利特，这件事没有那么简单。’," 'You don't understand, Ifrit, this is not so simple as you think.'",
,,‘不要这样，好吗？拜托你，伊芙利特......’," 'Don't be like that, okay? Please, Ifrit...'",
,,赫默，她，从没有......,"Silence, she, never once...",
,,什么啊。,Why?,
,,每次、每次、每次每次每次都会这样说。,She would say those words to me every time.,
,,......！,...!,
,,伊芙利特？,Ifrit?,
,,总是这样，自说自话讲些我听不懂的东西，却什么都不告诉我。,"It was always like this, telling me about things I didn't understand, and not telling me anything.",
,,总说我不懂，我的努力却看也不看一眼......,"She always say I do not understand, I try so hard but she never gave me a glance...",
,,等等，伊芙利——,"Wait, Ifr——",
,,闭嘴！都离我远点！,Shut up! Stay away from me!,
,,我现在，生气得很啊！,"I'm very, angry now!",
,,危险！,Danger!,
,,等一下，这里不是可以乱来的地方。,"Wait, this is no place to be messing around.",
,,伊芙利特，我记得医疗组的人言明禁止你在罗德岛内部随意释放火焰。虽然我也觉得他们有点烦，不过......,"Ifrit, I remember the medical staff saying that you're not allowed to release any flames inside Rhodes Island. I think they're a little annoying, but...",
,,如果你不想再接受一次检查的话，最好不要这样做。,"If you don't want another check-up, please don't do it again.",
,,意外？你最好诚实回答问题。,An accident? You'd better answer the question honestly.,
,,你刚刚在做什么，干员伊芙利特。,"What were you doing, operator Ifrit?",
,,我假设你能听懂我的话：在罗德岛内部的放火行为是被禁止的，特别是你。,"I assume you understand me: arson in Rhodes Island is forbidden, especially you.",
,,容我提醒，你该去做检查了。,May I remind you that it's time for you to have a checkup.,
,,......呿。,... Damn.,
,,......所以我才讨厌......,... That's why I hate...,
,,什么？,What?,
,,我说——所以我才讨厌你们这样总是一本正经说教的人啊！！！,I said——that's why I hate you guys who always preach too much!!!,
,,火焰的气味，红不喜欢。,Red doesn't like the smell of fire.,
,,看来没法沟通了。,It seems impossible to talk anymore.,
,,要让头脑发热的人冷静下来，还是这样比较快——,"To let hot-headed people calm down, it would be faster this way——",
,,谁头脑发热了，我清醒得很！你那点冷气根本不顶用，快滚吧！滚远点！！,Who's got a hot head? I'm cool headed! Your little air conditioner doesn't work. Get out of here! Stay away from here!!,
,,*粗口*，给我停，给我停下，*粗口*！！,"*Swear*, stop it! Stop it! *Swear*!!",
,,哎，这话不太干净。赫默听过你说这种话没有？,"Well, that's not very polite. Has Silence ever heard you say that?",
,,难办了......这可不是什么普通的小鬼暴走，我的法术封不住她。,"This is difficult... she no ordinary runt, and my spell won't stop her.",
,,得尽快通知其他人，红——,"We need to notify the others as soon as possible, Red——",
,,这还真是......,I'm really...,
,,看来头脑发热的那个人，是我才对。,I'm the one who's hot headed.,
,,你们是在逗我笑吗？啊？这种时候拜托就别给我添乱了！！,Are you making me laugh? Ah? Stop give me any trouble at this time!!,
,,吵耳。总不能放着你这样——,Noisy. You can't be left like this——,
,,伊芙芙？在走廊上点火可不行哦。塞雷亚知道了会生气的。当然，赫默也是。,"Ifufu? Not in the hallway. Saria will be angry when she finds out. And, of course, Silence as well.",
,,？！,?!,
,,呃、哎？缪缪？！,"Ergh, Huh? Muemue (Muesys)?!",
,,怎么——哎？！你什么时候来的啊！,What -- eh? ! When did you come here!?,
,,无所谓了，你来得正是时候！*粗口*，我差点又搞砸了......,"Never mind, you're just in time! *Swear *, I almost screwed up again...",
,,好久不见。,Long time no see.,
,,看来你有在好好遵守我们的约定嘛，伊芙芙？,"So you're keeping our deal, Ifufu?",
,,我又不是不明白，很多事情，谁想这样啊。,"It's not that I don't understand, I know a lot of things happened that way, no one would want that.",
,,哼。,Humph.,
,,,"You destroyed a corridor, did Silence scold you again?",
,,,"Charcoal-roasted sandworm leg, you want some?",
,,给我也来一根......不、不对！,"Give me one of those... wait, no!",
,,才不要吃啦！博士你是不是又偷用了我的烧烤架？！,"I don't want to eat that! Doctor, did you steal my grill again? !",
,,,This book looks beaten up.,
,,,...,
,,你什么意思，听起来不像好话！,"What do you mean, it doesn't sound good!",
,,可恶，真让人火大——,"Damn, it really makes me angry——",
,,,"Ifrit, give me your hand.",
,,你要打我手板？,You're going to hit me?,
,,这个是......糖果？,This is... candy?,
,,诶、啊？是给我的？,"Ah, ah? Is this for me?",
,,哈，算你上道！虽然我还是觉得你们这些穿白大褂的家伙，除了赫默和缪尔赛斯，其他人都很讨厌，不过，呃。,"Ha, you're the best! Although I still find all of you guys in white coats annoying except for Silence and Muesys, but, uh.",
,,,You're an excellent operator.,
,,,"Very imposing, Ifufu.",
,,,"When it's clean-up operation, I'll let the Reunion Movement remember you next time around.",
,,嘻嘻，果然还是需要我帅气地出场吧！需要我来帮忙吧！没问题，让我来把那些混蛋都烤成——,"Hehe, as expected you still need my dashing figure to appear! You need my help! Not a problem. Let me roast those assholes——",
,,啊？要我收敛一点？,Huh? You want me to rein it in?,
,,行了行了，我有分寸，不会真的BBQ啦。,"Okay, okay, I can handle myself. I'm not serious about BBQ.",
,,大概。,Probably.,
,,嘿嘿嘿。,Hehehe.,
,,喂，博士，你和我是一伙的，是吧？,"Hey, Doctor, you're with me, right?",
,,其实我心里清楚得很，那些人怎么看我，怎么想我。,"To tell you the truth, I know very clearly how those people see me and how they think of me.",
,,但这有什么关系？我才不在乎，呸，我才不要在乎。,"But why does it matter? I don't care, bah, I don't care at all.",
,,那些挡着我的路的，迟早我要一把火给他们全烧干净！,"Those who stand in my way, sooner or later I shall burn them all with my fire!",
,,迟早有一天......,Someday...,
